"성별","연령계층별","시점","15세이상인구[천명]","경제활동인구[천명]","취업자[천명]","실업자[천명]","비경제활동인구[천명]","경제활동참가율[%]","실업률[%]","고용률[%]",
"여자","40 - 44세","2020. 06 월","1890.2","1188.2","1154","34.2","702","62.9","2.9","61.1",
"여자","40 - 44세","2020. 07 월","1893","1203.9","1166.2","37.7","689.1","63.6","3.1","61.6",
"여자","40 - 44세","2020. 08 월","1895.8","1195.5","1160.8","34.7","700.2","63.1","2.9","61.2",
"여자","40 - 44세","2020. 09 월","1898.5","1208.7","1165.7","43","689.8","63.7","3.6","61.4",
"여자","40 - 44세","2020. 10 월","1901.3","1220.4","1173.6","46.9","680.9","64.2","3.8","61.7",
"여자","40 - 44세","2020. 11 월","1904.1","1221.3","1182.3","39.1","682.8","64.1","3.2","62.1",
"여자","40 - 44세","2020. 12 월","1906.9","1194.1","1158.1","36","712.8","62.6","3","60.7",
"여자","40 - 44세","2021. 01 월","1909.7","1201.8","1158.6","43.3","707.9","62.9","3.6","60.7",
"여자","40 - 44세","2021. 02 월","1912.7","1205.1","1162.7","42.5","707.5","63","3.5","60.8",
"여자","40 - 44세","2021. 03 월","1915.5","1204.1","1157.9","46.2","711.4","62.9","3.8","60.4",
"여자","40 - 44세","2021. 04 월","1918.5","1210.3","1170.4","39.8","708.2","63.1","3.3","61",
"여자","40 - 44세","2021. 05 월","1921.4","1216.7","1171.9","44.7","704.7","63.3","3.7","61",
"여자","45 - 49세","2011. 01 월","2078.8","1348","1324.1","23.9","730.9","64.8","1.8","63.7",
"여자","45 - 49세","2011. 02 월","2074.9","1364.3","1337.2","27.1","710.5","65.8","2","64.4",
"여자","45 - 49세","2011. 03 월","2070.9","1373.8","1337.7","36.1","697.1","66.3","2.6","64.6",
"여자","45 - 49세","2011. 04 월","2067","1396.6","1366.8","29.8","670.4","67.6","2.1","66.1",
"여자","45 - 49세","2011. 05 월","2063","1398","1377.3","20.7","665","67.8","1.5","66.8",
"여자","45 - 49세","2011. 06 월","2059","1394","1368.4","25.7","665","67.7","1.8","66.5",
"여자","45 - 49세","2011. 07 월","2056.7","1383","1361.1","21.9","673.7","67.2","1.6","66.2",
"여자","45 - 49세","2011. 08 월","2056","1363.7","1340.5","23.3","692.2","66.3","1.7","65.2",
"여자","45 - 49세","2011. 09 월","2055.3","1352.7","1336.4","16.3","702.5","65.8","1.2","65",
"여자","45 - 49세","2011. 10 월","2054.5","1390","1373.1","16.9","664.5","67.7","1.2","66.8",
"여자","45 - 49세","2011. 11 월","2053.8","1380.1","1356.6","23.5","673.7","67.2","1.7","66.1",
"여자","45 - 49세","2011. 12 월","2053.1","1375","1353.5","21.6","678.1","67","1.6","65.9",
"여자","45 - 49세","2012. 01 월","2052.4","1358.1","1333.3","24.8","694.3","66.2","1.8","65",
"여자","45 - 49세","2012. 02 월","2051.7","1365.1","1330.5","34.6","686.6","66.5","2.5","64.8",
"여자","45 - 49세","2012. 03 월","2051","1380","1347.2","32.8","671","67.3","2.4","65.7",
"여자","45 - 49세","2012. 04 월","2050.3","1391","1360.8","30.2","659.3","67.8","2.2","66.4",
"여자","45 - 49세","2012. 05 월","2049.5","1413.3","1392.3","21","636.3","69","1.5","67.9",
"여자","45 - 49세","2012. 06 월","2048.8","1414.9","1391.7","23.2","634","69.1","1.6","67.9",
"여자","45 - 49세","2012. 07 월","2047.9","1394.4","1372.3","22.1","653.5","68.1","1.6","67",
"여자","45 - 49세","2012. 08 월","2046.8","1398.2","1374.9","23.3","648.6","68.3","1.7","67.2",
"여자","45 - 49세","2012. 09 월","2045.7","1396.4","1369.5","26.9","649.2","68.3","1.9","66.9",
"여자","45 - 49세","2012. 10 월","2044.5","1386","1363.2","22.8","658.5","67.8","1.6","66.7",
"여자","45 - 49세","2012. 11 월","2043.4","1378.2","1352.7","25.5","665.2","67.4","1.9","66.2",
"여자","45 - 49세","2012. 12 월","2042.3","1358.6","1339.6","19","683.7","66.5","1.4","65.6",
"여자","45 - 49세","2013. 01 월","2041.1","1346.4","1323.7","22.8","694.7","66","1.7","64.9",
"여자","45 - 49세","2013. 02 월","2040","1336.3","1308.9","27.4","703.7","65.5","2.1","64.2",
"여자","45 - 49세","2013. 03 월","2038.9","1357.6","1323.4","34.2","681.3","66.6","2.5","64.9",
"여자","45 - 49세","2013. 04 월","2037.8","1391.2","1360","31.2","646.6","68.3","2.2","66.7",
"여자","45 - 49세","2013. 05 월","2036.6","1394.7","1365.2","29.5","642","68.5","2.1","67",
"여자","45 - 49세","2013. 06 월","2035.5","1413.4","1379.2","34.2","622.1","69.4","2.4","67.8",
"여자","45 - 49세","2013. 07 월","2038.7","1407.8","1377.2","30.6","630.9","69.1","2.2","67.6",
"여자","45 - 49세","2013. 08 월","2046.3","1396","1372.6","23.5","650.2","68.2","1.7","67.1",
"여자","45 - 49세","2013. 09 월","2053.8","1406.3","1385.8","20.5","647.5","68.5","1.5","67.5",
"여자","45 - 49세","2013. 10 월","2061.4","1419.1","1398.7","20.4","642.3","68.8","1.4","67.9",
"여자","45 - 49세","2013. 11 월","2068.9","1429.9","1408.2","21.7","639","69.1","1.5","68.1",
"여자","45 - 49세","2013. 12 월","2076.4","1415.9","1388.4","27.5","660.6","68.2","1.9","66.9",
"여자","45 - 49세","2014. 01 월","2083.9","1423.4","1395.4","28","660.6","68.3","2","67",
"여자","45 - 49세","2014. 02 월","2091.5","1428","1397.8","30.1","663.5","68.3","2.1","66.8",
"여자","45 - 49세","2014. 03 월","2099","1443","1403","40","656","68.7","2.8","66.8",
"여자","45 - 49세","2014. 04 월","2106.6","1484.7","1437.5","47.2","621.8","70.5","3.2","68.2",
"여자","45 - 49세","2014. 05 월","2114.1","1481.7","1430.4","51.3","632.4","70.1","3.5","67.7",
"여자","45 - 49세","2014. 06 월","2121.7","1486.7","1451.7","35","634.9","70.1","2.4","68.4",
"여자","45 - 49세","2014. 07 월","2126.6","1478.3","1440.1","38.2","648.3","69.5","2.6","67.7",
"여자","45 - 49세","2014. 08 월","2129","1474.5","1435.4","39.1","654.5","69.3","2.7","67.4",
"여자","45 - 49세","2014. 09 월","2131.4","1490.2","1455.7","34.6","641.1","69.9","2.3","68.3",
"여자","45 - 49세","2014. 10 월","2133.8","1505.8","1478.8","26.9","628","70.6","1.8","69.3",
"여자","45 - 49세","2014. 11 월","2136.1","1519.6","1481.4","38.2","616.6","71.1","2.5","69.4",
"여자","45 - 49세","2014. 12 월","2138.5","1499.7","1468.5","31.2","638.8","70.1","2.1","68.7",
"여자","45 - 49세","2015. 01 월","2140.9","1482.6","1451.8","30.8","658.2","69.3","2.1","67.8",
"여자","45 - 49세","2015. 02 월","2143.3","1487","1443","44.1","656.2","69.4","3","67.3",
"여자","45 - 49세","2015. 03 월","2145.6","1493.9","1451.5","42.3","651.8","69.6","2.8","67.7",
"여자","45 - 49세","2015. 04 월","2148","1520.5","1480.9","39.7","627.5","70.8","2.6","68.9",
"여자","45 - 49세","2015. 05 월","2150.4","1524.3","1482.9","41.4","626.1","70.9","2.7","69",
"여자","45 - 49세","2015. 06 월","2152.7","1521.6","1482.5","39.1","631.2","70.7","2.6","68.9",
"여자","45 - 49세","2015. 07 월","2155.8","1524.6","1486.9","37.7","631.2","70.7","2.5","69",
"여자","45 - 49세","2015. 08 월","2159.6","1513.1","1469.9","43.2","646.6","70.1","2.9","68.1",
"여자","45 - 49세","2015. 09 월","2163.5","1525.6","1484.2","41.3","637.9","70.5","2.7","68.6",
"여자","45 - 49세","2015. 10 월","2167.3","1550.7","1510.3","40.4","616.6","71.5","2.6","69.7",
"여자","45 - 49세","2015. 11 월","2171.1","1543.3","1516.2","27.2","627.8","71.1","1.8","69.8",
"여자","45 - 49세","2015. 12 월","2174.9","1524.6","1486.9","37.7","650.2","70.1","2.5","68.4",
"여자","45 - 49세","2016. 01 월","2178.2","1490.7","1461.9","28.8","687.5","68.4","1.9","67.1",
"여자","45 - 49세","2016. 02 월","2181.9","1516.8","1471.7","45.1","665.1","69.5","3","67.5",
"여자","45 - 49세","2016. 03 월","2185.7","1521","1487.3","33.7","664.7","69.6","2.2","68",
"여자","45 - 49세","2016. 04 월","2189.5","1537.9","1498.6","39.3","651.6","70.2","2.6","68.4",
"여자","45 - 49세","2016. 05 월","2193.3","1542.1","1507.8","34.3","651.2","70.3","2.2","68.7",
"여자","45 - 49세","2016. 06 월","2197.2","1542","1515.8","26.2","655.2","70.2","1.7","69",
"여자","45 - 49세","2016. 07 월","2200.3","1555.7","1527.7","28","644.6","70.7","1.8","69.4",
"여자","45 - 49세","2016. 08 월","2202.7","1551.7","1520","31.7","651","70.4","2","69",
"여자","45 - 49세","2016. 09 월","2205.1","1556.3","1521.4","34.9","648.8","70.6","2.2","69",
"여자","45 - 49세","2016. 10 월","2207.5","1552.9","1523.9","29","654.6","70.3","1.9","69",
"여자","45 - 49세","2016. 11 월","2209.9","1543.1","1519","24.1","666.9","69.8","1.6","68.7",
"여자","45 - 49세","2016. 12 월","2212.3","1546.1","1515.1","31","666.2","69.9","2","68.5",
"여자","45 - 49세","2017. 01 월","2214.7","1541.9","1516.1","25.8","672.8","69.6","1.7","68.5",
"여자","45 - 49세","2017. 02 월","2217.1","1572.8","1539.3","33.6","644.3","70.9","2.1","69.4",
"여자","45 - 49세","2017. 03 월","2219.5","1569.5","1532.8","36.7","650.1","70.7","2.3","69.1",
"여자","45 - 49세","2017. 04 월","2221.9","1569.1","1530.9","38.2","652.8","70.6","2.4","68.9",
"여자","45 - 49세","2017. 05 월","2224.4","1555.4","1528.3","27.1","669","69.9","1.7","68.7",
"여자","45 - 49세","2017. 06 월","2226.8","1582.8","1556.3","26.5","644.1","71.1","1.7","69.9",
"여자","45 - 49세","2017. 07 월","2228.6","1589.1","1560.5","28.7","639.5","71.3","1.8","70",
"여자","45 - 49세","2017. 08 월","2229.8","1593.6","1562.1","31.5","636.2","71.5","2","70.1",
"여자","45 - 49세","2017. 09 월","2230.9","1583.3","1556.4","26.9","647.6","71","1.7","69.8",
"여자","45 - 49세","2017. 10 월","2232","1600.4","1572.9","27.5","631.7","71.7","1.7","70.5",
"여자","45 - 49세","2017. 11 월","2233.2","1607.3","1584.6","22.7","625.9","72","1.4","71",
"여자","45 - 49세","2017. 12 월","2234.3","1595.6","1574.4","21.1","638.7","71.4","1.3","70.5",
"여자","45 - 49세","2018. 01 월","2235.3","1589.8","1557.6","32.3","645.4","71.1","2","69.7",
"여자","45 - 49세","2018. 02 월","2236.3","1571.7","1534.6","37.1","664.6","70.3","2.4","68.6",
"여자","45 - 49세","2018. 03 월","2237.4","1569.5","1529.7","39.8","667.9","70.1","2.5","68.4",
"여자","45 - 49세","2018. 04 월","2238.5","1570.5","1527.2","43.4","667.9","70.2","2.8","68.2",
"여자","45 - 49세","2018. 05 월","2239.5","1563.3","1533","30.3","676.2","69.8","1.9","68.5",
"여자","45 - 49세","2018. 06 월","2240.5","1579.6","1545.9","33.7","660.9","70.5","2.1","69",
"여자","45 - 49세","2018. 07 월","2237.5","1577.9","1544.5","33.4","659.6","70.5","2.1","69",
"여자","45 - 49세","2018. 08 월","2234.5","1562.6","1524.4","38.3","671.9","69.9","2.5","68.2",
"여자","45 - 49세","2018. 09 월","2231.5","1575.8","1536.6","39.2","655.7","70.6","2.5","68.9",
"여자","45 - 49세","2018. 10 월","2228.5","1553.6","1525.2","28.5","674.9","69.7","1.8","68.4",
"여자","45 - 49세","2018. 11 월","2225.5","1568.6","1544.6","24","656.9","70.5","1.5","69.4",
"여자","45 - 49세","2018. 12 월","2222.5","1547.5","1519.5","28","675.1","69.6","1.8","68.4",
"여자","45 - 49세","2019. 01 월","2219.6","1527.7","1490.4","37.3","692","68.8","2.4","67.1",
"여자","45 - 49세","2019. 02 월","2216.9","1536.9","1491.5","45.5","680","69.3","3","67.3",
"여자","45 - 49세","2019. 03 월","2214","1520.6","1487.6","33","693.4","68.7","2.2","67.2",
"여자","45 - 49세","2019. 04 월","2211.2","1535.8","1504.1","31.7","675.3","69.5","2.1","68",
"여자","45 - 49세","2019. 05 월","2208.4","1540","1507.3","32.7","668.3","69.7","2.1","68.3",
"여자","45 - 49세","2019. 06 월","2205.5","1519.6","1490","29.7","685.9","68.9","2","67.6",
"여자","45 - 49세","2019. 07 월","2201.8","1505.2","1475.2","30","696.6","68.4","2","67",
"여자","45 - 49세","2019. 08 월","2198.1","1506","1472.9","33.2","692.1","68.5","2.2","67",
"여자","45 - 49세","2019. 09 월","2194.4","1500.8","1469.2","31.6","693.5","68.4","2.1","67",
"여자","45 - 49세","2019. 10 월","2190.6","1493.9","1465.3","28.6","696.7","68.2","1.9","66.9",
"여자","45 - 49세","2019. 11 월","2186.9","1504.3","1476.4","27.9","682.6","68.8","1.9","67.5",
"여자","45 - 49세","2019. 12 월","2183.2","1502","1475.6","26.4","681.2","68.8","1.8","67.6",
"여자","45 - 49세","2020. 01 월","2179.4","1488.9","1462.4","26.5","690.5","68.3","1.8","67.1",
"여자","45 - 49세","2020. 02 월","2175.6","1487.1","1453.8","33.3","688.5","68.4","2.2","66.8",
"여자","45 - 49세","2020. 03 월","2171.9","1475.1","1438.2","37","696.7","67.9","2.5","66.2",
"여자","45 - 49세","2020. 04 월","2168.1","1454.6","1419","35.6","713.5","67.1","2.4","65.4",
"여자","45 - 49세","2020. 05 월","2164.4","1461.6","1418.4","43.2","702.7","67.5","3","65.5",
"여자","45 - 49세","2020. 06 월","2160.6","1467.7","1421.6","46.1","692.9","67.9","3.1","65.8",
"여자","45 - 49세","2020. 07 월","2154.1","1455.9","1421.6","34.2","698.2","67.6","2.3","66",
"여자","45 - 49세","2020. 08 월","2147.6","1435.1","1409.4","25.7","712.5","66.8","1.8","65.6",
"여자","45 - 49세","2020. 09 월","2141","1424.2","1401.1","23.1","716.9","66.5","1.6","65.4",
"여자","45 - 49세","2020. 10 월","2134.5","1417.9","1400.2","17.7","716.7","66.4","1.2","65.6",
"여자","45 - 49세","2020. 11 월","2128","1427.7","1411.1","16.6","700.3","67.1","1.2","66.3",
"여자","45 - 49세","2020. 12 월","2121.5","1416","1390.8","25.1","705.5","66.7","1.8","65.6",
"여자","45 - 49세","2021. 01 월","2115","1398.5","1369.8","28.7","716.5","66.1","2.1","64.8",
"여자","45 - 49세","2021. 02 월","2108.5","1408","1376.1","31.9","700.5","66.8","2.3","65.3",
"여자","45 - 49세","2021. 03 월","2102","1414.2","1374.6","39.6","687.8","67.3","2.8","65.4",
"여자","45 - 49세","2021. 04 월","2095.5","1420.6","1380.2","40.4","674.9","67.8","2.8","65.9",
"여자","45 - 49세","2021. 05 월","2089","1447.2","1405.4","41.7","641.9","69.3","2.9","67.3",
"여자","50 - 54세","2011. 01 월","2024.6","1196.8","1172.6","24.2","827.8","59.1","2","57.9",
"여자","50 - 54세","2011. 02 월","2034.3","1238.4","1204.6","33.8","795.9","60.9","2.7","59.2",
"여자","50 - 54세","2011. 03 월","2044","1269.2","1229.8","39.3","774.9","62.1","3.1","60.2",
"여자","50 - 54세","2011. 04 월","2053.8","1313.6","1290","23.6","740.2","64","1.8","62.8",
"여자","50 - 54세","2011. 05 월","2063.5","1322.5","1299.8","22.7","741","64.1","1.7","63",
"여자","50 - 54세","2011. 06 월","2073.2","1335.9","1315.1","20.8","737.3","64.4","1.6","63.4",
"여자","50 - 54세","2011. 07 월","2080","1297.6","1277.6","20","782.4","62.4","1.5","61.4",
"여자","50 - 54세","2011. 08 월","2084.1","1294.2","1272.4","21.8","789.9","62.1","1.7","61.1",
"여자","50 - 54세","2011. 09 월","2088.2","1289","1261.5","27.5","799.2","61.7","2.1","60.4",
"여자","50 - 54세","2011. 10 월","2092.2","1307.7","1289.7","18","784.5","62.5","1.4","61.6",
"여자","50 - 54세","2011. 11 월","2096.3","1308.6","1293","15.6","787.7","62.4","1.2","61.7",
"여자","50 - 54세","2011. 12 월","2100.3","1298.6","1284.3","14.3","801.7","61.8","1.1","61.1",
"여자","50 - 54세","2012. 01 월","2104.4","1276.6","1261","15.6","827.8","60.7","1.2","59.9",
"여자","50 - 54세","2012. 02 월","2108.4","1303.2","1273.3","29.9","805.2","61.8","2.3","60.4",
"여자","50 - 54세","2012. 03 월","2112.5","1324.4","1298.3","26.1","788.1","62.7","2","61.5",
"여자","50 - 54세","2012. 04 월","2116.5","1323.5","1306.4","17.1","793","62.5","1.3","61.7",
"여자","50 - 54세","2012. 05 월","2120.6","1352.7","1330.6","22.2","767.9","63.8","1.6","62.7",
"여자","50 - 54세","2012. 06 월","2124.6","1355","1334.4","20.6","769.6","63.8","1.5","62.8",
"여자","50 - 54세","2012. 07 월","2128.6","1340.7","1320.3","20.5","787.9","63","1.5","62",
"여자","50 - 54세","2012. 08 월","2132.6","1314.8","1288.8","26","817.8","61.7","2","60.4",
"여자","50 - 54세","2012. 09 월","2136.6","1343","1317.1","25.9","793.6","62.9","1.9","61.6",
"여자","50 - 54세","2012. 10 월","2140.5","1342.6","1320.3","22.3","797.9","62.7","1.7","61.7",
"여자","50 - 54세","2012. 11 월","2144.5","1350.7","1333.9","16.8","793.8","63","1.2","62.2",
"여자","50 - 54세","2012. 12 월","2148.5","1331.9","1311.6","20.3","816.5","62","1.5","61",
"여자","50 - 54세","2013. 01 월","2152.4","1304.9","1285.2","19.7","847.5","60.6","1.5","59.7",
"여자","50 - 54세","2013. 02 월","2156.3","1329.8","1312.8","17","826.5","61.7","1.3","60.9",
"여자","50 - 54세","2013. 03 월","2160.3","1369.7","1344","25.7","790.6","63.4","1.9","62.2",
"여자","50 - 54세","2013. 04 월","2164.3","1399.8","1375.7","24.1","764.5","64.7","1.7","63.6",
"여자","50 - 54세","2013. 05 월","2168.2","1397.7","1374","23.7","770.5","64.5","1.7","63.4",
"여자","50 - 54세","2013. 06 월","2172.2","1415.2","1395","20.1","757","65.2","1.4","64.2",
"여자","50 - 54세","2013. 07 월","2173.3","1413.7","1386.3","27.4","759.6","65","1.9","63.8",
"여자","50 - 54세","2013. 08 월","2171.6","1381.4","1362.8","18.6","790.2","63.6","1.3","62.8",
"여자","50 - 54세","2013. 09 월","2169.9","1399.8","1381.9","17.9","770.1","64.5","1.3","63.7",
"여자","50 - 54세","2013. 10 월","2168.2","1419.4","1403.3","16.1","748.8","65.5","1.1","64.7",
"여자","50 - 54세","2013. 11 월","2166.4","1416.2","1396.4","19.7","750.3","65.4","1.4","64.5",
"여자","50 - 54세","2013. 12 월","2164.7","1393.4","1379","14.4","771.3","64.4","1","63.7",
"여자","50 - 54세","2014. 01 월","2163","1381.7","1359.8","21.9","781.2","63.9","1.6","62.9",
"여자","50 - 54세","2014. 02 월","2161.3","1403","1373.6","29.4","758.2","64.9","2.1","63.6",
"여자","50 - 54세","2014. 03 월","2159.5","1416.6","1392.6","23.9","743","65.6","1.7","64.5",
"여자","50 - 54세","2014. 04 월","2157.8","1435.8","1409.2","26.7","722","66.5","1.9","65.3",
"여자","50 - 54세","2014. 05 월","2156.1","1439.6","1405.2","34.4","716.5","66.8","2.4","65.2",
"여자","50 - 54세","2014. 06 월","2154.4","1433.3","1398.8","34.5","721","66.5","2.4","64.9",
"여자","50 - 54세","2014. 07 월","2152.3","1424.9","1390.6","34.4","727.4","66.2","2.4","64.6",
"여자","50 - 54세","2014. 08 월","2149.7","1426.1","1395.2","30.9","723.6","66.3","2.2","64.9",
"여자","50 - 54세","2014. 09 월","2147.2","1432","1398.4","33.6","715.2","66.7","2.3","65.1",
"여자","50 - 54세","2014. 10 월","2144.7","1433.8","1396.9","36.9","710.9","66.9","2.6","65.1",
"여자","50 - 54세","2014. 11 월","2142.2","1433","1399.7","33.3","709.2","66.9","2.3","65.3",
"여자","50 - 54세","2014. 12 월","2139.6","1430.4","1398.1","32.3","709.2","66.9","2.3","65.3",
"여자","50 - 54세","2015. 01 월","2137.1","1414","1378.1","35.9","723.1","66.2","2.5","64.5",
"여자","50 - 54세","2015. 02 월","2134.6","1423.1","1387.3","35.8","711.4","66.7","2.5","65",
"여자","50 - 54세","2015. 03 월","2132","1416.8","1391.5","25.4","715.2","66.5","1.8","65.3",
"여자","50 - 54세","2015. 04 월","2129.5","1439","1403.6","35.5","690.5","67.6","2.5","65.9",
"여자","50 - 54세","2015. 05 월","2127","1459.6","1421","38.6","667.4","68.6","2.6","66.8",
"여자","50 - 54세","2015. 06 월","2124.4","1472","1438.3","33.7","652.4","69.3","2.3","67.7",
"여자","50 - 54세","2015. 07 월","2120.4","1444.7","1419.1","25.6","675.7","68.1","1.8","66.9",
"여자","50 - 54세","2015. 08 월","2115","1416.3","1389.1","27.2","698.7","67","1.9","65.7",
"여자","50 - 54세","2015. 09 월","2109.5","1411.6","1392.2","19.4","698","66.9","1.4","66",
"여자","50 - 54세","2015. 10 월","2104.1","1409.8","1381.7","28.1","694.2","67","2","65.7",
"여자","50 - 54세","2015. 11 월","2098.6","1424.1","1402.8","21.4","674.5","67.9","1.5","66.8",
"여자","50 - 54세","2015. 12 월","2093.1","1397","1372.9","24.2","696.1","66.7","1.7","65.6",
"여자","50 - 54세","2016. 01 월","2087.3","1378.5","1348.5","29.9","708.8","66","2.2","64.6",
"여자","50 - 54세","2016. 02 월","2081.8","1369.9","1346.2","23.7","711.9","65.8","1.7","64.7",
"여자","50 - 54세","2016. 03 월","2076.3","1386.6","1367.3","19.3","689.7","66.8","1.4","65.9",
"여자","50 - 54세","2016. 04 월","2070.8","1386.6","1368.6","18","684.2","67","1.3","66.1",
"여자","50 - 54세","2016. 05 월","2065.3","1381.8","1356.8","25","683.5","66.9","1.8","65.7",
"여자","50 - 54세","2016. 06 월","2059.9","1376.3","1352.6","23.7","683.6","66.8","1.7","65.7",
"여자","50 - 54세","2016. 07 월","2057.2","1368.8","1345.9","22.9","688.4","66.5","1.7","65.4",
"여자","50 - 54세","2016. 08 월","2057.2","1378.9","1357.8","21","678.3","67","1.5","66",
"여자","50 - 54세","2016. 09 월","2057.2","1390.1","1367.3","22.9","667.1","67.6","1.6","66.5",
"여자","50 - 54세","2016. 10 월","2057.2","1403.7","1376.4","27.3","653.6","68.2","1.9","66.9",
"여자","50 - 54세","2016. 11 월","2057.2","1410.5","1387.7","22.8","646.7","68.6","1.6","67.5",
"여자","50 - 54세","2016. 12 월","2057.2","1376.3","1356.8","19.5","680.9","66.9","1.4","66",
"여자","50 - 54세","2017. 01 월","2057.2","1365","1337.3","27.6","692.3","66.4","2","65",
"여자","50 - 54세","2017. 02 월","2057.2","1378.5","1353.4","25.1","678.7","67","1.8","65.8",
"여자","50 - 54세","2017. 03 월","2057.2","1387.6","1360.3","27.4","669.6","67.5","2","66.1",
"여자","50 - 54세","2017. 04 월","2057.2","1401.2","1374.3","26.9","656.1","68.1","1.9","66.8",
"여자","50 - 54세","2017. 05 월","2057.3","1403.8","1376.1","27.7","653.4","68.2","2","66.9",
"여자","50 - 54세","2017. 06 월","2057.3","1407.4","1371.4","36","649.9","68.4","2.6","66.7",
"여자","50 - 54세","2017. 07 월","2056.9","1399","1366.7","32.3","657.9","68","2.3","66.4",
"여자","50 - 54세","2017. 08 월","2056","1391.5","1356.7","34.7","664.5","67.7","2.5","66",
"여자","50 - 54세","2017. 09 월","2055.1","1388.8","1358.3","30.5","666.3","67.6","2.2","66.1",
"여자","50 - 54세","2017. 10 월","2054.2","1393.9","1367.3","26.6","660.3","67.9","1.9","66.6",
"여자","50 - 54세","2017. 11 월","2053.3","1393.4","1375","18.4","659.9","67.9","1.3","67",
"여자","50 - 54세","2017. 12 월","2052.4","1383.5","1360.7","22.8","668.9","67.4","1.6","66.3",
"여자","50 - 54세","2018. 01 월","2051.3","1366.9","1340.6","26.3","684.4","66.6","1.9","65.4",
"여자","50 - 54세","2018. 02 월","2050.2","1369.5","1336.4","33.2","680.7","66.8","2.4","65.2",
"여자","50 - 54세","2018. 03 월","2049.2","1380.6","1346.5","34.1","668.7","67.4","2.5","65.7",
"여자","50 - 54세","2018. 04 월","2048.1","1409.9","1377.5","32.4","638.2","68.8","2.3","67.3",
"여자","50 - 54세","2018. 05 월","2047.1","1395.2","1365.3","30","651.8","68.2","2.2","66.7",
"여자","50 - 54세","2018. 06 월","2046","1409.4","1379.9","29.4","636.6","68.9","2.1","67.4",
"여자","50 - 54세","2018. 07 월","2053.1","1411.6","1383.1","28.4","641.5","68.8","2","67.4",
"여자","50 - 54세","2018. 08 월","2060.2","1406.7","1372.1","34.6","653.5","68.3","2.5","66.6",
"여자","50 - 54세","2018. 09 월","2067.2","1414.6","1386","28.6","652.6","68.4","2","67",
"여자","50 - 54세","2018. 10 월","2074.3","1426.7","1389.9","36.8","647.6","68.8","2.6","67",
"여자","50 - 54세","2018. 11 월","2081.4","1457.4","1422.6","34.8","624","70","2.4","68.3",
"여자","50 - 54세","2018. 12 월","2088.5","1432.2","1402","30.2","656.3","68.6","2.1","67.1",
"여자","50 - 54세","2019. 01 월","2095.6","1437.1","1402.9","34.2","658.5","68.6","2.4","66.9",
"여자","50 - 54세","2019. 02 월","2102.8","1447.8","1404.5","43.4","655","68.9","3","66.8",
"여자","50 - 54세","2019. 03 월","2110","1472","1427","45","637.9","69.8","3.1","67.6",
"여자","50 - 54세","2019. 04 월","2117.1","1478.4","1435.1","43.4","638.7","69.8","2.9","67.8",
"여자","50 - 54세","2019. 05 월","2124.3","1483.5","1443.3","40.2","640.7","69.8","2.7","67.9",
"여자","50 - 54세","2019. 06 월","2131.4","1494.6","1465.2","29.4","636.8","70.1","2","68.7",
"여자","50 - 54세","2019. 07 월","2133.4","1493","1461.6","31.5","640.4","70","2.1","68.5",
"여자","50 - 54세","2019. 08 월","2135.5","1483.5","1458.6","24.8","652","69.5","1.7","68.3",
"여자","50 - 54세","2019. 09 월","2137.5","1495.8","1468.3","27.5","641.7","70","1.8","68.7",
"여자","50 - 54세","2019. 10 월","2139.6","1500.6","1471.8","28.8","639","70.1","1.9","68.8",
"여자","50 - 54세","2019. 11 월","2141.6","1503.3","1471.3","32","638.3","70.2","2.1","68.7",
"여자","50 - 54세","2019. 12 월","2143.6","1481.9","1445.1","36.8","661.7","69.1","2.5","67.4",
"여자","50 - 54세","2020. 01 월","2145.6","1478.7","1431.4","47.3","666.9","68.9","3.2","66.7",
"여자","50 - 54세","2020. 02 월","2147.6","1460.2","1413.7","46.5","687.4","68","3.2","65.8",
"여자","50 - 54세","2020. 03 월","2149.6","1444","1390.9","53.1","705.7","67.2","3.7","64.7",
"여자","50 - 54세","2020. 04 월","2151.7","1439.8","1379.9","59.9","711.9","66.9","4.2","64.1",
"여자","50 - 54세","2020. 05 월","2153.7","1457.5","1395.8","61.8","696.2","67.7","4.2","64.8",
"여자","50 - 54세","2020. 06 월","2155.7","1454.9","1405.9","49.1","700.8","67.5","3.4","65.2",
"여자","50 - 54세","2020. 07 월","2159.4","1456.8","1405.8","51","702.7","67.5","3.5","65.1",
"여자","50 - 54세","2020. 08 월","2163.2","1464.7","1427.5","37.2","698.6","67.7","2.5","66",
"여자","50 - 54세","2020. 09 월","2167","1456.4","1423.5","32.9","710.6","67.2","2.3","65.7",
"여자","50 - 54세","2020. 10 월","2170.7","1471.4","1431.6","39.8","699.3","67.8","2.7","66",
"여자","50 - 54세","2020. 11 월","2174.5","1490","1450","39.9","684.5","68.5","2.7","66.7",
"여자","50 - 54세","2020. 12 월","2178.3","1459.8","1417.9","41.9","718.5","67","2.9","65.1",
"여자","50 - 54세","2021. 01 월","2182","1455.9","1400.1","55.9","726","66.7","3.8","64.2",
"여자","50 - 54세","2021. 02 월","2185.7","1464.1","1409.4","54.7","721.6","67","3.7","64.5",
"여자","50 - 54세","2021. 03 월","2189.4","1494.9","1448.3","46.6","694.5","68.3","3.1","66.2",
"여자","50 - 54세","2021. 04 월","2193.2","1515.1","1473.8","41.3","678.1","69.1","2.7","67.2",
